TAZ_id,Lat_centroid,Lng_centroid,Nb_nodes_in_Taz,Area_taz
625,34.185696935309196,-118.35463247736244,1,1705555.0591
626,34.13891247173109,-118.35173861916668,0,1258772.82979
627,34.172005386570994,-118.35312118853034,3,988573.34513
628,34.16227226163554,-118.34931497721037,1,938333.24628
629,34.149485116006616,-118.34435525043213,0,719607.44448
630,34.18497269195351,-118.34384322280185,0,1317108.49784
631,34.17416486449499,-118.34308524312824,0,1226444.86443
632,34.19466540984472,-118.339749221725,2,2006819.093
633,34.15623741413148,-118.33741058767295,2,1381593.7093
634,34.16475752197098,-118.33836961493006,1,1495599.99814
635,34.20267707980641,-118.3354066855529,1,1406117.2908
636,34.14973787132564,-118.33544295465809,2,740183.83299
637,34.181384213305975,-118.33098994949603,12,2172074.6312
638,34.192949133856004,-118.32300666900016,23,1904873.87577
639,34.17444589256101,-118.32267275389998,22,2144039.72121
640,34.16178017411535,-118.3201186695667,13,2347549.04283
641,34.19914844199736,-118.31785556401559,0,1060736.77898
642,34.18543131448092,-118.31284790046311,24,528071.5244
643,34.20792055136722,-118.3055446360724,1,13040941.316
644,34.182912981951525,-118.30919154823951,14,400481.5134
645,34.169393618919706,-118.30927490844198,35,1428240.44945
646,34.18005173731469,-118.30527015842743,23,651337.35916
647,34.18967729485876,-118.30068808389687,3,2006245.44655
648,34.17583832724499,-118.30020250371888,31,1007248.22198
715,34.282099337424995,-118.39257675082646,0,948749.61457
716,34.26898920305001,-118.38832440060217,0,4569814.89001
717,34.24235715262696,-118.38063774040266,1,8773871.80104
718,34.279503699604575,-118.37901683120178,0,1567312.41394
719,34.21827260261431,-118.34758852484917,0,3774648.74739
720,34.26140746354583,-118.35522984830997,0,9355882.7008
721,34.27469014916163,-118.335338336977,0,7276265.08804
722,34.25500989627251,-118.32061050074635,1,3822903.9641
723,34.23409403815879,-118.32281070863398,8,19403643.97502
724,34.263384330956754,-118.3073885433893,0,1240473.72458
725,34.2795441551244,-118.30463299631106,1,4377907.01969
726,34.24284410185463,-118.29414226295577,10,6303455.20137
727,34.25947364633065,-118.29298714721746,1,1141887.69956
728,34.25297238112634,-118.2907311203282,6,650395.5254
729,34.25160844720239,-118.28163250020033,6,698648.06887
730,34.248745786967135,-118.27099098910354,7,2583460.12394
731,34.27097053390551,-118.27058647090162,1,12561098.98361
878,33.99748860178125,-118.39248620351391,0,1408692.93394
879,33.987460564051084,-118.39166260483971,0,1058095.45147
880,34.06973434510761,-118.39065463841217,0,604667.47664
881,34.01300692788975,-118.38475987086373,0,1684516.45719
882,34.02352449007248,-118.3872191756292,0,1401347.54806
883,34.08759953202943,-118.38850256701865,0,471709.82356
884,34.09856078227177,-118.38808947857694,0,1823855.09692
885,33.98402074288077,-118.38529140070739,0,1019221.08247
886,34.07428113298627,-118.38723884819981,0,312552.11549
887,34.06269872959528,-118.38308151470419,1,1054779.58161
888,34.03633600358076,-118.3871533312067,0,897249.98607
889,34.07977167094879,-118.38560455736588,1,545549.9647
890,34.0328250685434,-118.3831962103823,0,521664.04031
891,34.05045527382187,-118.38259488056856,0,1192712.90282
892,34.042512936047785,-118.38179368758759,0,623999.48551
893,34.002829955708876,-118.38034621214246,0,2646152.10454
894,34.09030156298774,-118.38138254643727,0,563751.70424
895,34.05829146289255,-118.37999240313698,0,639158.43338
896,34.072971253027006,-118.38009417017449,0,507845.96836
897,34.03001412633596,-118.37814689568033,0,607073.94107
898,34.06773596115013,-118.37898842054301,1,429278.24368
899,34.08260274699277,-118.37842400888968,0,835958.25941
900,34.10401574737305,-118.37555024898046,1,3162700.25656
901,33.987503126437495,-118.3729529032209,0,3246166.23211
902,34.07139996601507,-118.37305289787818,0,575791.51461
903,34.09187026475962,-118.37205608169855,0,604777.16165
904,34.04824504421897,-118.37194934155295,0,777636.68182
905,34.03867239615773,-118.37169592607063,0,1221787.02044
906,34.01136665864966,-118.36585023453382,0,4172409.57242
907,34.05578413898888,-118.3706047302059,0,739532.30714
908,34.07818155412121,-118.36956490045603,0,682539.66838
909,34.06044135041351,-118.37017767462707,0,301932.35041
910,34.0847198999599,-118.36852050890919,0,1056612.02891
911,34.029042308284495,-118.36685036728308,1,960148.49626
912,34.02368926216258,-118.36698645653453,0,916171.61896
913,34.0664968718581,-118.36615318342322,0,593097.56059
914,34.0727874284471,-118.36564473737276,0,580948.16383
915,34.09249238253522,-118.36530477484901,1,699016.5555
916,34.0499363447565,-118.3631085971162,0,1094116.90736
917,34.03596334738032,-118.36051402710468,0,896196.06365
918,34.05982440730542,-118.35973211430522,0,970398.83642
919,34.04228201862258,-118.3549013327103,0,900429.85531
920,34.11457527087704,-118.36068485407812,0,6043782.36533
921,34.09802928053539,-118.35771310629373,0,561839.90402
922,34.07816661243088,-118.35732793397405,0,344106.40299
923,34.0288784637514,-118.35629091840802,0,538558.05798
924,33.9930730439558,-118.35482451088906,2,2663074.62669
925,34.04896574363381,-118.35452986274608,0,897462.36928
926,34.06974361402768,-118.35563255465338,0,1242334.1312
927,34.01707191600248,-118.35307947153815,0,441780.87957
928,34.064214155330276,-118.35047276758753,0,612452.60637
929,34.084185639722946,-118.35225472320974,0,1388530.01028
930,34.0911852069981,-118.35305944083535,0,1164573.85401
931,34.03665689188774,-118.35089498291697,1,636093.75088
932,34.00670007176357,-118.3512619155872,0,1339939.11097
933,34.026623903125056,-118.34977808340416,1,912117.49986
934,33.985242312606125,-118.34632417267407,0,1180977.09442
935,34.096180061327,-118.34900535519895,0,364870.94606
936,34.07485347063392,-118.3485023128367,0,1011109.59644
937,34.10064183042876,-118.34941535377172,0,501725.38497
938,34.057124281923244,-118.34824183864924,0,964009.10005
939,34.016945322454255,-118.34774780344269,0,568960.47611
940,34.03620098881517,-118.34271388576038,0,668671.55702
941,34.01263930810949,-118.34021345019673,1,1130205.31699
942,34.04272792442226,-118.34230622893408,0,381697.49425
943,34.04958403334464,-118.3424597097471,1,918674.47993
944,34.11303730180187,-118.34103216283383,0,1290165.73094
945,34.10059921624475,-118.3416964691407,0,733595.59124
946,33.9985884745606,-118.34016359159693,0,2105566.77344
947,34.020919059540496,-118.34056505442892,1,557353.92626
948,34.02784063863879,-118.34019308426602,0,971380.41041
949,34.074663932361645,-118.3392741626456,1,1107806.33349
950,34.08733585351511,-118.33858474351906,1,1498825.91976
951,34.056925541047235,-118.33797237222359,0,674744.55263
952,34.04343052973758,-118.33496427605502,2,679111.43084
953,34.098662621738235,-118.33367253838738,1,642229.49996
954,34.03578893992265,-118.33294517214918,1,825183.56525
955,33.98205975865987,-118.33180620945816,0,772802.61812
956,34.06778586195216,-118.33174207351053,2,2655632.29849
957,34.02675870471141,-118.33183021686577,0,651532.50196
958,34.10337934439775,-118.33252212016126,4,438055.69786
959,33.97308007552224,-118.33037630641195,0,851190.12156
960,34.01640734435589,-118.33115255221794,0,882531.83266
961,34.05186620791247,-118.33059879513254,1,780937.18376
962,34.00737862557943,-118.32902224202482,4,869918.46087
963,34.11135777902054,-118.32970201435697,4,1067544.69286
964,34.04432543704139,-118.32755337464766,1,598345.49831
965,33.9872212781971,-118.32768563464056,0,741733.60266
966,34.07974303744964,-118.32849255501964,2,879121.14008
967,33.99220797140461,-118.32763340406139,4,1303296.60756
968,34.08529634078073,-118.32770512807255,1,404556.45067
969,34.088924011410036,-118.32771244700403,0,404073.45731
970,34.094366921843914,-118.32773450850308,3,810602.9244
971,34.13492922210803,-118.32785255626231,2,9123146.26745
972,33.99933184872261,-118.32443022210052,0,1296095.04728
973,34.05705012658537,-118.3237991230486,4,1349655.19115
974,34.03269414077655,-118.3230174414956,0,703100.37067
975,34.02220831883379,-118.32267319328142,0,726180.8048
976,34.027614356427534,-118.32292651473668,1,440664.77916
977,34.0377797412148,-118.32300977070935,4,411467.31617
978,33.97455351658679,-118.32211508576242,0,652328.98205
979,33.98182343502741,-118.32208296315223,0,653901.83911
980,34.01208680310977,-118.32148699900601,7,1241331.80293
981,34.04945409979764,-118.32151522523066,1,373458.71952
982,34.10841056238307,-118.3212811621961,2,591942.45596
983,34.043563100764025,-118.32067615566325,3,445017.17296
984,34.10095478739159,-118.32167729025744,27,648429.66718
985,34.086512642729495,-118.31695754782524,3,708311.72216
986,34.0943950042646,-118.31901330841127,3,486780.14542
987,34.079857727097334,-118.3181010625853,2,683602.54244
988,34.06524711030532,-118.31828407009894,3,673902.3656
989,34.103795874578324,-118.31519687942351,14,402977.4182
990,34.122654396807064,-118.31815913721431,2,1914136.29335
991,34.07245651462825,-118.31525987573283,2,908638.53645
992,34.059844779859255,-118.31387005883744,1,356999.92691
993,34.02453741214128,-118.31327945174061,5,1129503.08245
994,34.0353834416495,-118.31332664790509,13,809286.129
995,34.014554830004336,-118.31299984737416,0,620769.72711
996,34.05636073863301,-118.31305996522762,1,288492.78674
997,34.05063642634387,-118.31269310191861,3,536807.89363
998,33.963627972028625,-118.31119918007448,0,983315.49359
999,33.97092928738861,-118.31119274076737,0,979349.3461
1000,33.978949121232276,-118.31117698605283,0,1176990.22344
1001,34.08878973625633,-118.31236132995299,4,264211.82587
1002,34.09442073125043,-118.31247660816024,19,489789.55674
1003,34.113224136552304,-118.30980652478978,7,2281661.20998
1004,34.04174567994649,-118.3114923550386,2,461943.13273
1005,33.992083432644336,-118.31081693720918,3,767354.69436
1006,34.04537244775562,-118.31149731138656,2,461018.02174
1007,33.9993835548382,-118.31083492185718,2,1112466.22118
1008,34.06550570549083,-118.3114599668327,4,346226.12983
1009,34.00727765806421,-118.31082688609006,1,918800.91243
1010,34.09997727938048,-118.31139577993567,4,318696.12375
1011,34.079880051140705,-118.3113326820084,3,324759.90239
1012,33.94729435872546,-118.30972539605996,0,1662836.42294
1013,33.95634905238256,-118.30899197792947,0,1300978.43923
1014,33.98620520446553,-118.30670386278422,0,1300844.83394
1015,34.07261420366934,-118.30731573072173,0,270674.6228
1016,34.07986909010281,-118.30685714816778,1,340607.02655
1017,34.058080362156524,-118.30661762978538,0,364519.10238
1018,34.014516388210716,-118.3045383045632,0,657160.99503
1019,34.021849716080084,-118.3045510503131,3,652176.04157
1020,34.03633090394523,-118.30462799938182,20,645415.49244
1021,34.06353743230644,-118.30472568360504,2,325272.85388
1022,34.067173086175124,-118.30473177455497,1,325343.06411
1023,34.0490294375576,-118.30450377641083,0,337775.63607
1024,34.052655881671875,-118.30453032239056,2,334788.45907
1025,34.08638273981668,-118.30595721966947,8,417399.33075
1026,34.09292872992647,-118.30479429207801,4,379489.63461
1027,34.096584049644115,-118.3049410249469,1,272629.52838
1028,34.103560830764756,-118.30490368671121,1,323925.01871
1029,34.099932787226535,-118.30380508723817,0,243851.92912
1030,34.088586613272355,-118.30272557154721,5,229091.35063
1031,34.02731703221868,-118.3023779859149,0,478723.96502
1032,34.0436824585335,-118.30288595879767,1,355091.53535
1033,34.07263640974651,-118.30294266317928,0,380905.18731
1034,34.03091674248704,-118.30241586568681,0,481659.55271
1035,34.0799254804278,-118.30249742558256,3,307667.52218
1036,34.056087619529386,-118.30197792655748,1,143390.74624
1037,34.05956069698756,-118.30222643034728,1,157117.11055
1038,33.96349576261307,-118.29797794327791,0,1026170.75085
1039,33.97096009149168,-118.29812165062947,0,972357.19358
1040,33.978918681005986,-118.29807920520486,1,1158369.3052
1041,33.99209241434783,-118.29799868351283,4,794932.75768
1042,33.99742282649094,-118.29818434102457,0,628473.24321
1043,34.001724303196205,-118.29787381700181,1,522726.94754
1044,34.00727342493614,-118.29803220685241,4,954237.22313
1045,34.014528451083336,-118.29802847283406,0,320537.11672
1046,34.06720778088121,-118.29850383128114,0,137903.86932
1047,34.070909066214774,-118.29849322202787,0,143883.86708
1048,34.05610378075388,-118.29816265438588,0,108010.36503
1049,34.05087425666281,-118.29789180556335,0,311950.64139
1050,34.05985373710548,-118.29791466089395,1,205587.10996
1051,34.09306611330549,-118.2982814219721,0,200995.89108
1052,34.04356334222387,-118.29604614501746,5,662644.97603
1053,34.02184244172975,-118.29587128137337,2,651641.80955
1054,34.0363687675434,-118.29591242445883,30,647079.72919
1055,34.06358577762679,-118.29600342359717,2,324289.48544
1056,34.0745246521475,-118.29601925922105,1,318393.20968
1057,34.07767165253836,-118.29605435272721,4,243450.22584
1058,34.08136495761947,-118.29615420857166,24,415220.40186
1059,34.08726081185869,-118.29603730889487,5,641097.47637
1060,34.09857665286714,-118.29617378260038,5,572024.64577
1061,34.10946694951485,-118.29585374507396,2,1358035.98399
1062,34.05612796859099,-118.29407296787008,1,161849.1625
1063,34.067227081511504,-118.2941518720848,1,185475.80226
1064,34.07087146473407,-118.29413966468555,0,186188.66861
1065,34.05088302396385,-118.29370023359495,3,311300.99617
1066,34.05976327344455,-118.2935146952226,1,155575.0845
1067,34.093167441527996,-118.29390788734185,0,205115.97135
1068,34.030656766326054,-118.29230174181079,1,304199.04728
1069,33.97916216494958,-118.28929770672205,1,416182.61799
1070,34.059762168166834,-118.29035645994331,0,106267.71761
1071,34.02676935432139,-118.28956234809263,0,409553.91142
1072,33.99949471189851,-118.28931808486682,1,379860.82718
1073,34.007313593473725,-118.2893578792829,0,323639.56565
1074,34.01456348387575,-118.28937556944749,8,964751.23944
1075,34.065444242854426,-118.28933419006944,2,343248.23444
1076,33.927340138281,-118.28705909502592,0,667032.40539
1077,33.93665915875182,-118.28710764285215,0,1051070.42531
1078,33.94665513169951,-118.28713293705943,0,796905.88169
1079,33.95552063301675,-118.28714671319577,0,827258.68998
1080,33.986246547200366,-118.2870218292255,2,1034204.26409
1081,33.992319459077365,-118.28700648770544,4,576971.81424
1082,34.042100082656496,-118.28789744164413,1,317359.2028
1083,34.045719542938784,-118.28782900331488,3,234124.86159
1084,34.02191818581151,-118.28822945289208,1,465364.20416
1085,34.049840520778176,-118.28788850096666,0,391668.74979
1086,34.05636576895518,-118.28793231512203,2,206381.70434
1087,34.08001334754531,-118.28810666596276,16,530962.33179
1088,34.085121490917594,-118.28810317067465,1,227076.03374
1089,34.08876205448507,-118.28811712439274,0,311244.96671
1090,34.10955243399477,-118.28846122765486,3,1019154.82253
1091,34.05371748438468,-118.28782009658599,1,200259.33325
1092,34.07280150282985,-118.28781611208892,10,579211.69249
1093,34.0304525940576,-118.28649873639219,1,204170.62917
1094,33.96215827475185,-118.28498679360149,0,566808.15683
1095,33.96603933910336,-118.28485941823148,0,489382.29485
1096,33.96929587630631,-118.28493889808585,0,397613.46109
1097,34.059825227860486,-118.2865326056095,5,213088.90266
1098,33.9727026905301,-118.28493241953038,0,527971.96506
1099,33.99972846291379,-118.28489979429219,0,363138.85254
1100,34.03648296265796,-118.28720988429463,21,635189.58797
1101,34.007438712008735,-118.2849551935248,4,338542.70458
1102,34.09469769153873,-118.28768924546422,10,695705.19109
1103,34.06491749964058,-118.28538820486382,1,223580.68373
1104,33.97896185414246,-118.28268024354081,1,773544.96577
1105,34.0202704796361,-118.2834922598618,3,204557.69615
1106,33.99241083684985,-118.27834021944813,14,580349.26589
1107,33.99972373061835,-118.27829511816287,12,727081.37178
1108,34.0074488982638,-118.27835680738265,23,653502.17471
1109,34.01583095343375,-118.278245695801,41,845339.74332
1134,33.95275087129083,-118.39096122362058,0,1506716.63424
1138,33.923654909129255,-118.38968066487833,0,1939183.281
1142,33.96911796841595,-118.38901696114958,0,2321822.45448
1147,33.952614617254476,-118.38224745822174,0,1038907.12655
1151,33.922879001654884,-118.38037721207634,0,792582.61431
1152,33.96522510907223,-118.37837994565749,0,1236648.82817
1154,33.949035374174684,-118.37434887880806,0,638679.05915
1156,33.97593143858867,-118.3730211464973,0,981545.72267
1158,33.923438262003614,-118.36972504874632,0,2107789.31256
1159,33.959056532435646,-118.37007514150308,0,1574971.04965
1162,33.950944350697114,-118.36573371382313,0,982899.5848
1165,33.934800105665126,-118.3638541203253,0,912022.51571
1166,33.94008020716864,-118.36357670748303,0,489684.1077
1167,33.94364652870272,-118.36335309576323,0,473850.24577
1168,33.97917782450676,-118.36382432273192,0,614213.73953
1169,33.969298322877364,-118.36444095487467,0,1219158.53899
1171,33.97418922839859,-118.36178207140055,0,438267.90502
1172,33.9204055178046,-118.35817356234277,0,821055.72738
1175,33.92830659633836,-118.35673848153073,0,835698.02168
1176,33.9623829889613,-118.35772234241486,0,579558.62283
1177,33.949072727483056,-118.3569392265787,0,654003.17548
1178,33.95581990925055,-118.35700223797348,0,584826.04269
1180,33.97865713247886,-118.35221182992754,0,682826.28373
1181,33.972041063381894,-118.35225713046992,0,800099.08108
1182,33.93523241000292,-118.34985173089069,0,777079.64415
1183,33.94001131165659,-118.35043213077337,0,483900.20457
1184,33.94363572089379,-118.35042613860678,0,486513.20122
1189,33.92005809732674,-118.34814278424953,0,638341.0788
1190,33.92782204021119,-118.3483780219116,0,724005.21886
1191,33.96179082929156,-118.34959613127825,0,453680.77265
1192,33.94908174445895,-118.34823161842814,0,640308.26288
1193,33.96699901000509,-118.34772941967563,0,429969.41141
1194,33.956560667872154,-118.3475934715211,0,632984.12376
1195,33.97697913793625,-118.34153653857989,0,1087497.74738
1199,33.92727044654698,-118.34026513347375,0,531940.7834
1200,33.93434959142412,-118.33938849609703,0,624866.97739
1201,33.941586138237234,-118.33950455794674,0,696361.47666
1203,33.95822672413898,-118.33675878432464,0,520103.58274
1206,33.92192881247601,-118.33465626117041,0,860496.66277
1208,33.965873717447224,-118.33621476994726,0,1942617.37773
1211,33.93432794940969,-118.33064509302285,0,592121.53843
1212,33.94162024221458,-118.33075971860552,0,689978.67093
1213,33.95023494387924,-118.33219118857296,0,2454595.86061
1214,33.92809215184089,-118.33075100695648,0,754199.19998
1215,33.956323260571125,-118.32396547710523,1,938325.75772
1217,33.93456270208992,-118.32207533165327,0,651435.74179
1218,33.94184979408643,-118.32205468263795,0,646553.66762
1219,33.965479396593125,-118.32211179535888,0,970613.74949
1224,33.92343787323337,-118.31745482999345,0,2485019.58675
1226,33.9369541852966,-118.31408751823365,1,974975.42283
1231,33.9354749996635,-118.3046457894725,1,816782.76852
1233,33.92367596115546,-118.30027804246609,0,2587865.21416
1234,33.9426036273715,-118.29914259101506,0,828784.32794
1235,33.94825219073679,-118.29726980262491,0,585443.4068
1241,33.93546614185572,-118.2959563746873,0,809934.39466
1242,33.95514708666858,-118.29562580951682,0,757242.95769
1248,33.920091156073,-118.28682119384608,0,711032.91474
1489,33.94692312350452,-118.27716988655118,0,1120350.70514
1490,33.956006803124474,-118.2771984737659,2,924722.20496
1491,33.92711905496322,-118.27600786777286,0,1043567.99064
1492,33.934651047084195,-118.2760600342609,0,973316.61053
1493,33.94010473791597,-118.27605527778998,1,488887.12869
1494,33.97854633594383,-118.27611307028569,0,345840.56377
1498,33.91978388456726,-118.27368898490661,0,1165954.7982
1499,33.963985124571316,-118.27390174468201,0,700629.65683
1500,33.97128634291738,-118.27390773900258,0,611583.5404
1501,33.97856774904575,-118.27173866473862,0,346931.65543
1502,34.00825985867407,-118.2718916343725,8,277262.63327
1503,33.99223594928829,-118.26956210295947,2,542178.85031
1504,33.99807163204032,-118.26967115616829,1,502694.62478
1505,34.003491892516415,-118.26906507931234,2,448682.91631
1506,34.01438303749841,-118.27045019481292,3,473004.41251
1507,33.94694491948223,-118.26840617779357,0,675540.68902
1508,33.985700298751794,-118.26711333295943,0,1577765.81799
1509,33.954264158439216,-118.26388829883301,0,719482.70219
1510,33.958315934485604,-118.26378349808726,0,588154.90308
1511,33.96378686702059,-118.26294262178487,0,979770.30314
1512,34.00782189989118,-118.26363639463935,1,336891.45876
1513,33.97108962058442,-118.26297148252011,0,984655.32574
1514,33.97838761161407,-118.26310311897778,0,979082.70544
1515,33.934493303861075,-118.26229073137725,0,1069906.81507
1516,33.939795485704295,-118.26109315134052,0,638150.36243
1517,34.01135095445898,-118.2624162518826,6,546064.00217
1518,33.92703020472634,-118.2616746571458,1,1281793.34831
1519,34.01735023059444,-118.26212961993808,1,782360.67347
1520,34.02419958304796,-118.26228170587854,0,282352.40444
1523,33.99253110705915,-118.26081797201499,0,583882.99577
1524,33.99827152489807,-118.26082855518423,0,445468.10833
1525,34.00369353083098,-118.2608663005168,2,526718.28319
1527,33.94701529968313,-118.25939214271708,1,1193946.30133
1528,34.02184197012076,-118.25706253357964,1,426734.88189
1531,33.99936791237279,-118.25429054209638,1,404598.70281
1532,34.010411970920124,-118.25348205131708,0,410839.81301
1533,33.979089435327964,-118.25204241556284,0,774211.85126
1534,33.986450080707726,-118.25208242484747,2,543387.20181
1535,33.992160724751315,-118.25209605119186,0,474826.47083
1536,34.00604552750131,-118.25131955961245,3,366042.31293
1537,34.01575370482893,-118.25193322549092,1,439918.67221
1538,33.932375957685174,-118.25024252623459,0,475769.71854
1539,33.93928213969366,-118.25021575090551,0,646427.87209
1540,34.02448272427729,-118.25030388611715,51,1025113.97695
1541,33.97128213465602,-118.24971110066917,1,932599.88286
1542,33.95125930620128,-118.25089217087861,0,865067.89742
1543,33.958721249283705,-118.2488413552996,0,590286.54273
1544,34.03439276050479,-118.2501845858974,44,1733733.02425
1545,33.99936696344389,-118.24994081115084,1,403961.57427
1547,33.96442667355653,-118.24880950183542,0,1133925.55869
1548,33.925417414612106,-118.24538219850488,0,1154495.91645
1549,33.94850594950724,-118.24611475981435,1,629741.49801
1550,34.01852555772118,-118.2469970550359,4,578922.75957
1552,34.009617011135134,-118.24396092543093,4,1002853.83935
1553,34.02887612943835,-118.24279157305713,28,842565.46474
1555,34.041110829290524,-118.24321363526961,13,616363.44958
1556,33.936353500317345,-118.24264880165127,0,1014729.36713
1557,33.99924688833177,-118.24325674989794,2,844079.73359
1558,33.99205442000901,-118.24301456205284,0,515270.63523
1559,34.04699401162988,-118.241598058012,23,578463.62386
1560,34.053024557025076,-118.24207680619942,22,304531.85064
1561,33.98524392946061,-118.24114618805027,17,805889.18647
1562,33.97884931665907,-118.24226381261906,0,970833.24423
1564,33.94866358832417,-118.23918452525116,0,812845.3646
1566,33.970769810950394,-118.23679152329655,1,1047660.72654
1567,33.96158520036104,-118.23615234759625,1,1077000.32058
1568,33.94539600019506,-118.23363312120908,0,275644.74985
1570,33.93279626018326,-118.23509363325451,0,606723.29395
1571,34.00245862855557,-118.23463618374235,21,2290559.7349
1572,33.92435831601304,-118.23411641241529,0,936716.0226
1573,33.93951830574391,-118.23369213958645,0,717010.66578
1575,33.984652945463004,-118.23337501080691,5,612836.74045
1576,33.952252503677016,-118.2340061564284,0,954942.47026
1577,33.97709351602086,-118.23124091772802,0,340950.38724
1578,33.98424063668496,-118.22899959949069,0,255968.49598
1580,33.93290079666246,-118.22830177658999,0,328889.79319
1582,34.02151743595037,-118.22905012760997,60,2598296.65347
1584,33.96934999544667,-118.22550093979815,0,599462.23685
1585,34.05051142450509,-118.22969523043031,57,875684.26071
1587,34.03530826433169,-118.22962818465221,130,2919019.30287
1588,33.94765570952885,-118.22528480373379,0,185702.40188
1589,33.96328053479469,-118.22731046600128,0,361541.56564
1590,34.04521920759901,-118.22839747968966,34,1061871.44767
1591,34.058180593785224,-118.22710122326592,61,1709956.82514
1592,33.984241283861174,-118.22516788564748,6,524263.11913
1593,33.95067310466174,-118.22410385909947,0,442021.0468
1594,33.976689891388375,-118.22440920900999,0,341832.3793
1596,33.95611908124771,-118.22426394763853,0,796217.91303
1598,33.96123971733017,-118.22210688608199,2,502558.55425
1599,33.94191868182718,-118.22104972424631,0,950357.98508
1600,33.97118501267174,-118.22167297436225,0,403695.20469
1601,33.990269232400614,-118.22175924233983,5,1079644.81121
1602,33.98320614714755,-118.22087272498696,3,278654.70793
1603,33.925101816278506,-118.21946194047004,0,1580299.64364
1604,33.9338792535668,-118.21948583790991,0,1411646.59959
1606,33.978820297912705,-118.21704276256912,0,299443.20475
1607,34.01018684729138,-118.2179920399576,23,2418724.62029
1608,33.99699351100022,-118.21502684063222,8,4073592.05734
1609,33.94878133546539,-118.2165073565852,0,469716.22406
1610,33.982881847508324,-118.21640724788915,0,190796.2071
1611,34.05372079543543,-118.21716582052909,69,997171.1369
1612,33.96159199727688,-118.21531035850072,0,487491.61091
1613,33.97456125137576,-118.2164701314388,1,345660.16179
1614,34.0370263044727,-118.21678894910205,29,574440.34639
1615,33.96839988562483,-118.21477503349749,0,536715.95258
1616,33.955255085478726,-118.21446947602648,0,317223.93551
1618,33.94081275463137,-118.2136257725341,0,256106.87769
1619,34.04618810706592,-118.21527095894187,21,296730.7934
1620,34.02450590019926,-118.21429873303609,2,286820.12203
1624,34.03098193291403,-118.2124516291679,62,1010606.34497
1625,34.01876376548007,-118.21173404368272,7,1459330.41069
1626,34.044531625028256,-118.21161994110628,2,301911.27137
1627,33.94808724650383,-118.21006202667347,0,422634.35564
1629,33.97840443126076,-118.20983918215641,0,325406.05773
1630,33.94082679873361,-118.20747811097445,0,795067.60306
1631,33.97428136075898,-118.20831895212712,0,381529.99608
1632,33.98200611174756,-118.20811615299773,0,395654.96693
1633,33.96772681255567,-118.20766225445473,0,673505.09792
1634,34.05236385433207,-118.20886896659633,16,735400.35753
1635,34.03874922038285,-118.20787263851685,1,643152.0145
1636,34.058792944789914,-118.20804740671609,2,423251.82599
1637,33.93382397037493,-118.20617354344621,0,748581.69759
1638,33.95428129948407,-118.2050285475679,0,974223.18463
1639,34.02381571787124,-118.20584102318757,10,320096.7273
1640,33.92762093301132,-118.20434736366934,0,876585.26215
1641,33.96018212548867,-118.20414737534954,0,771177.42256
1642,34.04361952205364,-118.20507587480007,2,301054.53534
1644,33.947602673915064,-118.20336692721456,0,490588.95591
1645,34.06212446190562,-118.20353437395411,9,717164.83151
1647,34.02855537312015,-118.20300202558704,22,769195.23926
1648,33.99280213194958,-118.20231980241785,0,328335.23625
