lng1;lat1;lng2;lat2;flow/capacity;travel_time/fftt;capacity;freespeed;length;fftt
-118.2275077000004;34.143171199999841;-118.22769170000042;34.142476199999848;0.27922200000000003;1.000911779436181;1500.0;22.222222222222221;78.919466462071668;3.551375990793225
-118.22482350000041;34.149919799999843;-118.22453420000039;34.151817499999844;0.12135566666666667;1.0000325335533979;3000.0;22.222222222222221;212.20770834042352;9.549346875319058
-118.22482350000041;34.149919799999843;-118.22494950000039;34.149948599999838;0.29680000000000001;1.0011639835574886;1000.0;16.666666666666668;12.048212400357137;0.72289274402142822
-118.22482350000041;34.149919799999843;-118.22442650000042;34.149833199999854;0.0;1.0;600.0;12.5;38.149464683517024;3.0519571746813621
-118.22453420000039;34.151817499999844;-118.22437670000042;34.152437699999851;0.12135566666666667;1.0000325335533979;3000.0;22.222222222222221;70.295238267618018;3.163285722042811
-118.2250082000004;34.151961599999844;-118.2254834000004;34.150854599999853;0.29239999999999999;1.0010964800447526;3000.0;22.222222222222221;130.35083513555352;5.8657875810999087
-118.23271960000044;34.150082999999846;-118.23474610000042;34.151305699999838;0.92593666666666663;1.1102595938162592;3000.0;22.222222222222221;230.86636492120002;10.388986421454002
-118.23224950000044;34.149832899999829;-118.23271960000044;34.150082999999846;0.92593666666666663;1.1102595938162592;3000.0;22.222222222222221;51.457744522907888;2.3155985035308548
-118.22811500000043;34.148780899999842;-118.23224950000044;34.149832899999829;0.92593666666666663;1.1102595938162592;3000.0;22.222222222222221;413.03692814080625;18.586661766336281
-118.22772440000043;34.148915699999847;-118.22811500000043;34.148780899999842;0.92593666666666663;1.1102595938162592;3000.0;22.222222222222221;38.993111479666283;1.7546900165849828
-118.2251506000004;34.152605699999832;-118.22540120000041;34.152077799999844;0.92593666666666663;1.1102595938162592;3000.0;22.222222222222221;62.937471856468221;2.8321862335410701
-118.2252698000004;34.14591469999985;-118.21748610000041;34.144927999999837;0.043999999999999997;1.0000005622143999;3000.0;22.222222222222221;729.45040053102502;32.825268023896129
-118.22663140000041;34.147439199999852;-118.2252698000004;34.14591469999985;0.043999999999999997;1.0000005622143999;3000.0;22.222222222222221;216.18005887875174;9.7281026495438283
-118.22530260000042;34.152037599999844;-118.22616620000038;34.149770099999827;0.043999999999999997;1.0000005622143999;3000.0;22.222222222222221;263.78403085937543;11.870281388671895
-118.22510160000041;34.152576199999842;-118.22530260000042;34.152037599999844;0.043999999999999997;1.0000005622143999;3000.0;22.222222222222221;62.538530603341862;2.8142338771503841
-118.2242191000004;34.151594499999845;-118.22407960000042;34.152326999999836;0.60642333333333331;1.0202859276475482;3000.0;22.222222222222221;82.244793392823894;3.7010157026770751
-118.22414930000039;34.156104799999845;-118.2251657000004;34.159253199999846;0.60811999999999999;1.0205139081371399;10000.0;33.333333333333336;361.73283228161216;10.851984968448365
-118.2239026000004;34.154999399999845;-118.22414930000039;34.156104799999845;0.60642333333333331;1.0202859276475482;3000.0;22.222222222222221;124.69913832111175;5.6114612244500286
-118.22407960000042;34.152326999999836;-118.2239026000004;34.154999399999845;0.60642333333333331;1.0202859276475482;3000.0;22.222222222222221;297.69628770844122;13.396332946879856
-118.22455170000042;34.149672199999841;-118.22455170000042;34.150027399999843;0.032399999999999998;1.0000001652994086;3000.0;22.222222222222221;39.391023194282255;1.7725960437427015
-118.22590170000042;34.150212799999842;-118.2265240000004;34.15037919999984;1.1739999999999999;1.2849467098264;1000.0;16.666666666666668;60.270221295601061;3.6162132777360636
-118.22590170000042;34.150212799999842;-118.22578100000041;34.150186099999836;0.87509999999999999;1.0879674482974;1000.0;16.666666666666668;11.515661464700386;0.69093968788202309
-118.22563620000039;34.150150599999854;-118.22494950000039;34.149948599999838;0.36406700000000003;1.0026352178252316;1000.0;16.666666666666668;67.159682286837793;4.0295809372102669
-118.22563620000039;34.150150599999854;-118.22578100000041;34.150186099999836;0.29680000000000001;1.0011639835574886;1000.0;16.666666666666668;13.918860859279013;0.83513165155674074
-118.22494950000039;34.149948599999838;-118.22482350000041;34.149919799999843;0.36406700000000003;1.0026352178252316;1000.0;16.666666666666668;12.048212400357137;0.72289274402142822
-118.22494950000039;34.149948599999838;-118.22563620000039;34.150150599999854;0.29680000000000001;1.0011639835574886;1000.0;16.666666666666668;67.159682286837793;4.0295809372102669
-118.22442650000042;34.149833199999854;-118.22482350000041;34.149919799999843;0.0;1.0;600.0;12.5;38.149464683517024;3.0519571746813621
-118.22904090000043;34.137713399999839;-118.22949230000043;34.132289099999845;0.9235040000000001;1.1091054343235174;10000.0;33.333333333333336;607.7466732792459;18.232400198377377
-118.22783120000042;34.141806299999836;-118.22826490000041;34.140348699999841;0.74026625000000001;1.0450446334793464;8000.0;33.333333333333336;166.52850029088864;4.9958550087266591
-118.22764020000041;34.142469099999829;-118.22783120000042;34.141806299999836;0.68791250000000004;1.0335910874264795;8000.0;33.333333333333336;75.583760391282141;2.267512811738464
-118.2274342000004;34.143158199999853;-118.22764020000041;34.142469099999829;0.68791250000000004;1.0335910874264795;8000.0;33.333333333333336;78.745159907811242;2.3623547972343371
-118.2270508000004;34.144417699999835;-118.2274342000004;34.143158199999853;0.68791250000000004;1.0335910874264795;8000.0;33.333333333333336;144.08052547233262;4.3224157641699783
-118.22690130000041;34.144949299999844;-118.2270508000004;34.144417699999835;0.68791250000000004;1.0335910874264795;8000.0;33.333333333333336;60.543598621220518;1.8163079586366153
-118.22629480000042;34.147042999999847;-118.22690130000041;34.144949299999844;0.68791250000000004;1.0335910874264795;8000.0;33.333333333333336;238.86929974658412;7.166078992397523
-118.22598490000041;34.14813279999985;-118.22629480000042;34.147042999999847;0.62403375000000005;1.0227469709607215;8000.0;33.333333333333336;124.18862210180157;3.7256586630540469
-118.22488460000042;34.151931299999859;-118.22598490000041;34.14813279999985;0.62403375000000005;1.0227469709607215;8000.0;33.333333333333336;433.29016172043572;12.99870485161307
-118.22472450000041;34.15248299999984;-118.22488460000042;34.151931299999859;0.62403375000000005;1.0227469709607215;8000.0;33.333333333333336;62.937934580328992;1.8881380374098697
-118.22428680000041;34.154895099999841;-118.22458740000042;34.152974099999845;0.73368375000000008;1.0434637165612966;8000.0;33.333333333333336;215.44915232289929;6.4634745696869782
-118.22447250000039;34.155961299999852;-118.22428680000041;34.154895099999841;0.73368375000000008;1.0434637165612966;8000.0;33.333333333333336;119.73970561152716;3.5921911683458143
-118.22447250000039;34.155961299999852;-118.22444670000041;34.154828199999841;0.96993666666666667;1.1327592433225011;3000.0;22.222222222222221;125.77532060360922;5.6598894271624154
-118.2273741000004;34.142497499999841;-118.22721100000039;34.143051599999836;0.55118375000000008;1.0138444873855719;8000.0;33.333333333333336;63.262220843501922;1.8978666253050576
-118.22721100000039;34.143051599999836;-118.2267692000004;34.14421119999983;0.071599999999999997;1.000003942242615;3000.0;22.222222222222221;134.89551169927711;6.0702980264674702
-118.22721100000039;34.143051599999836;-118.22685010000039;34.144279099999835;0.52433375000000004;1.011337636038633;8000.0;33.333333333333336;140.13586851777615;4.2040760555332843
-118.22685010000039;34.144279099999835;-118.22670550000042;34.144785599999842;0.52433375000000004;1.011337636038633;8000.0;33.333333333333336;57.730622228903485;1.7319186668671045
-118.22670550000042;34.144785599999842;-118.22606400000042;34.146994399999848;0.52433375000000004;1.011337636038633;8000.0;33.333333333333336;251.99203443641474;7.5597610330924416
-118.22562070000041;34.148520799999844;-118.22465500000041;34.151855799999844;0.48723374999999997;1.0084535809084507;8000.0;33.333333333333336;380.41218456379772;11.412365536913931
-118.22465500000041;34.151855799999844;-118.22449230000041;34.152418799999843;0.48723374999999997;1.0084535809084507;8000.0;33.333333333333336;64.212379676984511;1.9263713903095352
-118.22449230000041;34.152418799999843;-118.22415600000041;34.153674499999845;0.48723374999999997;1.0084535809084507;8000.0;33.333333333333336;142.66488222554756;4.2799464667664262
-118.22415600000041;34.153674499999845;-118.22406050000039;34.154963799999834;0.53274125000000006;1.0120824932331984;8000.0;33.333333333333336;143.64482231772709;4.3093446695318125
-118.22406050000039;34.154963799999834;-118.22414930000039;34.156104799999845;0.53274125000000006;1.0120824932331984;8000.0;33.333333333333336;126.80660206609708;3.8041980619829121
-118.03237230000018;34.107432399999944;-118.03246380000017;34.107293799999944;0.0;1.0;600.0;12.5;17.724936922317873;1.4179949537854299
-118.03237230000018;34.107432399999944;-118.03364320000016;34.107632599999945;0.210088;1.0002922107882453;3000.0;12.5;119.3135162067578;9.5450812965406229
-118.03374290000018;34.106956499999946;-118.03612560000018;34.106619499999944;0.0;1.0;600.0;12.5;222.94083730297805;17.835266984238245
-118.03374290000018;34.106956499999946;-118.03146170000018;34.107188799999946;0.0;1.0;600.0;12.5;212.10199195544863;16.968159356435891
-118.31015850000058;34.174498099999767;-118.3102807000006;34.174385999999757;1.1746183333333333;1.2855474978860713;600.0;12.5;16.775827550907376;1.3420662040725901
-118.31015850000058;34.174498099999767;-118.30911340000057;34.175458199999774;0.27903499999999998;1.0009093393483959;600.0;12.5;143.58609830687431;11.486887864549944
-118.29355010000057;34.167397299999777;-118.29511500000055;34.165972799999778;0.0;1.0;600.0;12.5;219.41519476033383;17.553215580826706
-118.29451140000054;34.166765299999781;-118.29511500000055;34.165972799999778;0.0;1.0;600.0;12.5;107.30948165349599;8.5847585322796789
-118.29511500000055;34.165972799999778;-118.29355010000057;34.167397299999777;0.0;1.0;600.0;12.5;219.41519476033383;17.553215580826706
-118.29511500000055;34.165972799999778;-118.29451140000054;34.166765299999781;0.0;1.0;600.0;12.5;107.30948165349599;8.5847585322796789
-118.29511500000055;34.165972799999778;-118.29532970000054;34.165770499999773;0.81206100000000003;1.0652297739347925;1000.0;16.666666666666668;29.917514497869984;1.795050869872199
-118.29511500000055;34.165972799999778;-118.29455580000057;34.166561899999778;0.46386700000000003;1.0069448867612276;1000.0;16.666666666666668;83.219681702527012;4.9931809021516207
-118.28227630000055;34.150330799999999;-118.29397530000057;34.154853199999785;0.16666666666666666;1.0001157407407408;600.0;12.5;1238.7264275303378;99.098114202427027
-118.28227630000055;34.150330799999999;-118.28227210000053;34.149908599999804;0.080000000000000002;1.0000061440000001;600.0;12.5;46.823512643839514;3.7458810115071612
-118.28226890000052;34.149442899999784;-118.28513660000054;34.144748399999784;0.11;1.0000219614999999;600.0;12.5;697.61692060233975;55.809353648187177
-118.28226890000052;34.149442899999784;-118.28227210000053;34.149908599999804;0.17333333333333334;1.0001354002962963;600.0;12.5;51.646893293525622;4.1317514634820496
-118.31078520000058;34.155067099999776;-118.31097820000058;34.155020699999774;0.33810400000000002;1.0019601643857778;10000.0;33.333333333333336;18.523004292710702;0.55569012878132107
-118.29350180000057;34.161472199999793;-118.29321240000057;34.160961799999789;1.2625374999999999;1.3811258489851008;8000.0;33.333333333333336;62.576029491639019;1.8772808847491704
-118.29329220000056;34.161597799999782;-118.29334690000056;34.161692399999787;1.3850499999999999;1.5520177791586098;8000.0;33.333333333333336;11.640180257906287;0.34920540773718861
-118.05756570000018;34.009988199999938;-118.0612153000002;34.006628999999997;0.43206899999999998;1.0052276161390656;10000.0;33.333333333333336;504.77735257021021;15.143320577106305
-118.0573498000002;34.010404499999936;-118.05756570000018;34.009988199999938;0.43206899999999998;1.0052276161390656;10000.0;33.333333333333336;50.285536316082158;1.5085660894824646
-118.05730820000021;34.010059399999932;-118.0571193000002;34.010415099999932;0.25709199999999999;1.0006553080609386;10000.0;33.333333333333336;43.129332399945497;1.2938799719983649
-118.27216010000052;34.117697099999809;-118.2724270000005;34.117970599999801;0.074299999999999991;1.000004571371476;2000.0;16.666666666666668;39.063975921968911;2.3438385553181345
-118.27170600000051;34.117929299999808;-118.27216010000052;34.117697099999809;0.036666666666666667;1.0000002711296296;600.0;12.5;61.085099051239887;4.8868079240991911
-118.27170600000051;34.117929299999808;-118.2716707000005;34.117146899999803;0.6532;1.0273071240552487;6000.0;16.666666666666668;86.932459450642511;5.2159475670385502
-118.27170600000051;34.117929299999808;-118.27172920000052;34.118129499999803;0.62277166666666672;1.0225635091054046;6000.0;16.666666666666668;22.304854911260207;1.3382912946756123
-118.27177760000049;34.119056499999999;-118.27175450000051;34.118423799999803;0.34903166666666668;1.0022261303125131;6000.0;16.666666666666668;70.20438859586065;4.2122633157516383
-118.27177760000049;34.119056499999999;-118.27144100000051;34.120075199999803;0.28628833333333331;1.0010076410691837;6000.0;16.666666666666668;118.42127900220612;7.1052767401323669
-118.27175450000051;34.118423799999803;-118.27177760000049;34.119056499999999;0.28195500000000001;1.000948004635581;6000.0;16.666666666666668;70.20438859586065;4.2122633157516383
-118.27175450000051;34.118423799999803;-118.27172920000052;34.118129499999803;0.6568666666666666;1.0279254483141596;6000.0;16.666666666666668;32.720881728173175;1.9632529036903903
-118.29412020000056;34.164946799999782;-118.29574440000056;34.164373399999775;0.0;1.0;1500.0;22.222222222222221;188.47634122983501;8.4814353553425761
-118.29412020000056;34.164946799999782;-118.29532970000054;34.165770499999773;0.96684700000000001;1.1310757269750371;1000.0;16.666666666666668;144.13971121292715;8.6483826727756288
-118.29412020000056;34.164946799999782;-118.29147410000053;34.162950899999792;0.94811000000000001;1.1212065718419157;1000.0;16.666666666666668;329.49195041869393;19.769517025121633
-118.29735410000058;34.163788199999779;-118.29697260000056;34.164146699999783;0.11459999999999999;1.0000258719837378;2000.0;16.666666666666668;53.080585821180875;3.1848351492708522
-118.29735410000058;34.163788199999779;-118.29489700000056;34.163012899999785;0.8949733333333334;1.0962346874283959;1500.0;22.222222222222221;256.11622330561568;11.525230048752706
-118.29697260000056;34.164146699999783;-118.29532970000054;34.165770499999773;0.11459999999999999;1.0000258719837378;2000.0;16.666666666666668;235.6552570867976;14.139315425207855
-118.29705020000057;34.164203799999783;-118.29760420000056;34.163675399999775;0.66732000000000002;1.0297459486271316;2000.0;16.666666666666668;77.731653268855226;4.6638991961313137
-118.29705020000057;34.164203799999783;-118.29734220000057;34.164876799999782;0.0;1.0;1500.0;22.222222222222221;219.39298685352614;9.8726844084086771
-118.29557860000057;34.165600099999779;-118.29705020000057;34.164203799999783;0.66732000000000002;1.0297459486271316;2000.0;16.666666666666668;205.86988668674198;12.352193201204518
-118.29557860000057;34.165600099999779;-118.29823660000054;34.166148799999796;0.12773333333333334;1.0000399308212005;1500.0;22.222222222222221;272.52421831420776;12.26358982413935
-118.3052775000006;34.169274499999766;-118.30464740000058;34.169837999999778;0.071400000000000005;1.0000038983794242;2000.0;16.666666666666668;85.329660923388261;5.1197796554032955
-118.3052775000006;34.169274499999766;-118.30261120000054;34.16874709999977;1.7936866666666669;2.5526643389157027;1500.0;22.222222222222221;276.68108159218525;12.450648671648336
-118.30464740000058;34.169837999999778;-118.30392540000057;34.170519099999773;0.071400000000000005;1.0000038983794242;2000.0;16.666666666666668;100.67209760892277;6.0403258565353655
-118.30392540000057;34.170519099999773;-118.30332380000057;34.171086599999768;0.071400000000000005;1.0000038983794242;2000.0;16.666666666666668;83.882137446770301;5.0329282468062173
-118.30392540000057;34.170519099999773;-118.3036151000006;34.17011149999977;0.0;1.0;1500.0;22.222222222222221;263.05592606677004;11.837516673004652
-118.30332380000057;34.171086599999768;-118.30299690000058;34.171394999999777;0.87606500000000009;1.0883561083581557;2000.0;16.666666666666668;45.582577116289805;2.7349546269773879
-118.30033500000056;34.173988699999775;-118.30072080000056;34.173299599999773;0.0;1.0;600.0;12.5;85.752793620326287;6.8602234896261027
-118.30033500000056;34.173988699999775;-118.29989070000056;34.174422299999776;0.025000000000000001;1.0000000585937501;4000.0;16.666666666666668;63.162522987419436;3.7897513792451658
-118.30033500000056;34.173988699999775;-118.30044610000056;34.17387479999978;0.1418015;1.0000606477311893;4000.0;16.666666666666668;16.261281337759147;0.97567688026554877
-118.30072080000056;34.173299599999773;-118.30033500000056;34.173988699999775;0.0;1.0;600.0;12.5;85.752793620326287;6.8602234896261027
-118.30072080000056;34.173299599999773;-118.30170800000056;34.172397799999771;0.0;1.0;600.0;12.5;136.12159519122966;10.889727615298373
-118.30072080000056;34.173299599999773;-118.30066070000055;34.173519799999781;0.0;1.0;600.0;12.5;25.040826597722653;2.0032661278178123
-118.30170800000056;34.172397799999771;-118.30072080000056;34.173299599999773;0.0;1.0;600.0;12.5;136.12159519122966;10.889727615298373
-118.30170800000056;34.172397799999771;-118.30193120000055;34.172518499999782;0.0;1.0;600.0;12.5;24.545156977258184;1.9636125581806547
-118.30193120000055;34.172518499999782;-118.30170800000056;34.172397799999771;0.0;1.0;600.0;12.5;24.545156977258184;1.9636125581806547
-118.30193120000055;34.172518499999782;-118.30044610000056;34.17387479999978;0.0;1.0;600.0;12.5;204.38070378416424;16.350456302733139
-118.30066070000055;34.173519799999781;-118.30072080000056;34.173299599999773;0.0;1.0;600.0;12.5;25.040826597722653;2.0032661278178123
-118.30066070000055;34.173519799999781;-118.30044610000056;34.17387479999978;0.050000000000000003;1.0000009375000001;2000.0;16.666666666666668;44.059786028398136;2.6435871617038882
-118.30284080000057;34.171495899999762;-118.30066070000055;34.173519799999781;0.050000000000000003;1.0000009375000001;2000.0;16.666666666666668;301.86818095705269;18.112090857423158
-118.30284080000057;34.171495899999762;-118.30201680000057;34.172106599999779;0.0;1.0;600.0;12.5;106.60441425786374;8.5283531406290987
-118.30299690000058;34.171394999999777;-118.30284080000057;34.171495899999762;0.050000000000000003;1.0000009375000001;2000.0;16.666666666666668;18.227942648195352;1.093676558891721
-118.30299690000058;34.171394999999777;-118.29532970000054;34.165770499999773;0.20822100000000002;1.0002819612132299;1000.0;16.666666666666668;943.32421143154693;56.599452685892814
-118.30299690000058;34.171394999999777;-118.3030633000006;34.171442799999781;1.6113299999999999;2.0111817686602373;1000.0;16.666666666666668;8.0971271709769859;0.48582763025861914
-118.3032124000006;34.171313599999777;-118.30381990000058;34.170750699999779;0.73587999999999998;1.0439864849275851;2000.0;16.666666666666668;83.871749266839188;5.0323049560103508
-118.3032124000006;34.171313599999777;-118.30562170000057;34.172099499999781;0.0013333333333333333;1.0000000000004741;1500.0;22.222222222222221;265.89375465943505;11.965218959674578
-118.30511110000059;34.169525799999775;-118.30548640000059;34.169104099999764;1.48604;1.7314981924444033;2000.0;16.666666666666668;58.196717955913698;3.4918030773548216
-118.30381990000058;34.170750699999779;-118.30465190000058;34.169969099999776;1.3114250000000001;1.4436751378600263;2000.0;16.666666666666668;115.73810559911485;6.9442863359468898
-118.30296100000058;34.171531399999772;-118.30223140000057;34.172227399999777;0.0;1.0;600.0;12.5;104.10291817740176;8.3282334541921408
-118.30296100000058;34.171531399999772;-118.3030633000006;34.171442799999781;0.28360299999999999;1.0009703636990293;2000.0;16.666666666666668;13.618677752760489;0.8171206651656292
-118.30201680000057;34.172106599999779;-118.30284080000057;34.171495899999762;0.0;1.0;600.0;12.5;106.60441425786374;8.5283531406290987
-118.30201680000057;34.172106599999779;-118.30223140000057;34.172227399999777;0.0;1.0;600.0;12.5;23.89566800673218;1.9116534405385743
-118.30223140000057;34.172227399999777;-118.30296100000058;34.171531399999772;0.0;1.0;600.0;12.5;104.10291817740176;8.3282334541921408
-118.30223140000057;34.172227399999777;-118.30201680000057;34.172106599999779;0.0;1.0;600.0;12.5;23.89566800673218;1.9116534405385743
-118.31492770000061;34.181619199999759;-118.3152273000006;34.181335499999754;0.0;1.0;600.0;12.5;41.86173258656612;3.3489386069252896
-118.31492770000061;34.181619199999759;-118.31414590000061;34.180675199999762;0.0;1.0;600.0;12.5;127.11985185103082;10.169588148082465
-118.31492770000061;34.181619199999759;-118.31813700000059;34.18504189999976;0.0;1.0;600.0;12.5;491.38799771426875;39.311039817141499
-118.3152273000006;34.181335499999754;-118.31492770000061;34.181619199999759;0.0;1.0;600.0;12.5;41.86173258656612;3.3489386069252896
-118.3152273000006;34.181335499999754;-118.31911660000061;34.185149999999759;0.0472437;1.0000007472516304;1000.0;16.666666666666668;557.68331791755111;33.460999075053067
-118.3152273000006;34.181335499999754;-118.30970010000058;34.177345699999762;0.76840599999999992;1.0522942872841234;1000.0;16.666666666666668;675.71472156374853;40.542883293824907
-118.31414590000061;34.180675199999762;-118.31492770000061;34.181619199999759;0.0;1.0;600.0;12.5;127.11985185103082;10.169588148082465
-118.31813700000059;34.18504189999976;-118.31492770000061;34.181619199999759;0.0;1.0;600.0;12.5;491.38799771426875;39.311039817141499
-117.92495640000008;34.009311399999966;-117.9236739000001;34.011246299999954;0.55697111111111108;1.0144351711824948;4500.0;22.222222222222221;246.61324339404271;11.097595952731922
-117.92683870000009;34.007987999999997;-117.92495640000008;34.009311399999966;0.55697111111111108;1.0144351711824948;4500.0;22.222222222222221;228.0088864574964;10.260399890587339
-117.92442020000009;34.008954799999962;-117.9216730000001;34.008509099999955;0.26005200000000001;1.0006860125357333;7500.0;22.222222222222221;258.46398534580914;11.630879340561412
-117.92442020000009;34.008954799999962;-117.94572020000008;34.015295099999967;0.076002133333333333;1.0000050048883129;7500.0;22.222222222222221;2147.9417124267761;96.657377059204933
-118.02266690000015;34.037373299999942;-118.00974570000014;34.044402599999948;0.41168599999999994;1.0043087932201447;10000.0;33.333333333333336;1446.1524770150979;43.384574310452933
-118.02362740000015;34.036876199999952;-118.02377110000016;34.036789199999944;0.56706899999999993;1.0155108245142981;10000.0;33.333333333333336;16.403175906149571;0.49209527718448709
-118.30031570000054;34.167226899999783;-118.29972990000056;34.166804399999783;1.09748625;1.2176143900970346;8000.0;33.333333333333336;71.494957184308021;2.1448487155292404
-118.30068630000056;34.16749539999978;-118.30031570000054;34.167226899999783;1.09748625;1.2176143900970346;8000.0;33.333333333333336;45.318464098355982;1.3595539229506794
-118.30050180000056;34.167646599999777;-118.30406880000056;34.170236999999773;0.85410874999999997;1.0798259219819561;8000.0;33.333333333333336;436.62828072670459;13.098848421801137
-118.30050180000056;34.167646599999777;-118.30242880000057;34.169223499999781;1.8402800000000001;2.7203898995841724;1500.0;22.222222222222221;249.50451861615542;11.227703337726995
